oliver30.tsp,442.980034279809,0.016042470932006836
oliver30.tsp,442.980034279809,0.009003162384033203
oliver30.tsp,442.980034279809,0.008501768112182617
oliver30.tsp,442.980034279809,0.009003639221191406
oliver30.tsp,442.980034279809,0.010000944137573242
dj38.tsp,7078.005516216447,0.020999670028686523
dj38.tsp,7078.005516216447,0.019999027252197266
dj38.tsp,7078.005516216447,0.020999908447265625
dj38.tsp,7078.005516216447,0.021511077880859375
dj38.tsp,7078.005516216447,0.02099895477294922
att48.tsp,34184.50644968013,0.03299856185913086
att48.tsp,34184.50644968013,0.034003496170043945
att48.tsp,34184.50644968013,0.03250598907470703
att48.tsp,34184.50644968013,0.03400397300720215
att48.tsp,34184.50644968013,0.03299975395202637
berlin52.tsp,7944.501234533663,0.028604984283447266
berlin52.tsp,7944.501234533663,0.028999805450439453
berlin52.tsp,7944.501234533663,0.0280001163482666
berlin52.tsp,7944.501234533663,0.028600692749023438
berlin52.tsp,7944.501234533663,0.027999401092529297
pr76.tsp,110949.12022281768,0.06663012504577637
pr76.tsp,110949.12022281768,0.06700468063354492
pr76.tsp,110949.12022281768,0.06760287284851074
pr76.tsp,110949.12022281768,0.06757259368896484
pr76.tsp,110949.12022281768,0.06699824333190918
kroB100.tsp,22945.180319596635,0.13121700286865234
kroB100.tsp,22945.180319596635,0.13060975074768066
kroB100.tsp,22945.180319596635,0.13155889511108398
kroB100.tsp,22945.180319596635,0.13052034378051758
kroB100.tsp,22945.180319596635,0.13464927673339844
